internal_vendor_id,vendor_name_normalized,total_received_amount,vendor_revenue_percentile,vendor_revenue_robust_zscore,total_transaction_count,average_ticket_size,unique_mps_served,unique_states_served,primary_state,primary_activity,primary_mp_id,primary_mp_name,single_mp_reliance_pct,feature_generated_at
INTERNAL_VND_03842,JAYANTA KUMAR PARIDA,1201245.0,0.828350538499352,1.627069237387046,3,400415.0,1,1,ODISHA,Construction of community centers and community halls,INTERNAL_MP_317,SHRI JUAL ORAM,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03843,ABHISHEK SANJAY PATIL KASABA TARALE TAL RADHANAGARI,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,MAHARASHTRA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_260,CHHATRAPATI SHAHU SHAHAJI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03844,AKSHATA AJIT KHEDEKAR,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,MAHARASHTRA,Construction of community centers and community halls,INTERNAL_MP_279,SUNIL DATTATRAY TATKARE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03845,CC CONSTRUCTION OF COMMUNITY HALL NEAR BAMUNIMAIDAM SARBAJANIN DURGA MANDIR,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_034,BIJULI KALITA MEDHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03846,CC FOR CONSTRUCTION OF BOUNDARY WALL AT VIDYA BHARATI MULTIPURPOSE EDUCATION PROJECT AT HAJONGBARI,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,ASSAM,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_034,BIJULI KALITA MEDHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03847,CC FOR PIYALI PHUKAN NAGAR,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_034,BIJULI KALITA MEDHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03848,CHANDIRA RAMESH,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,TAMIL NADU,Construction of community centers and community halls,INTERNAL_MP_362,THIRUMAA VALAVAN THOL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03849,CONST OF COMMUNITY HALL NEAR MAHARANI PUJA COMPLEX DEWANGAON,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_029,PHANI BHUSAN CHOUDHURY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03850,CONSTRUCTION FOR COMMON SITTING AREA AT DHUNUBHAGA,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,ASSAM,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_034,BIJULI KALITA MEDHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03851,CONSTRUCTION OF CLASSROOM AT DAKHINPAT EDUCATIONAL WELFARE SOCIETY,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,ASSAM,Construction of rooms and halls in school and colleges,INTERNAL_MP_034,BIJULI KALITA MEDHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03852,CONSTRUCTION OF NATGHAR NEAR BHOSAMARI,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_029,PHANI BHUSAN CHOUDHURY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03853,DAWHARU GOYARY,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,ASSAM,Construction of buildings for crèches and anganwadies,INTERNAL_MP_038,JOYANTA BASUMATARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03854,ELLAPPAN CONTRACTOR,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,TAMIL NADU,Construction of community centers and community halls,INTERNAL_MP_386,THANGA TAMILSELVAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03855,EMPI MEYA,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,ARUNACHAL PRADESH,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_027,SHRI TAPIR GAO,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03856,G SATHANANTHAM,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,TAMIL NADU,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_385,MURASOLI S,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03857,GOPI CONTRACTOR,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,TAMIL NADU,Construction of veterinary hospitals and dispensaries,INTERNAL_MP_386,THANGA TAMILSELVAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03858,GP SIMARIYAKHURD JP SILWANI,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_241,SHIVRAJ SINGH CHOUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03859,GP TULSIPAAR JP SILWANI,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_241,SHIVRAJ SINGH CHOUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03860,GRAM PANCHAYAT FATEHPUR JP BATIYAGAD,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,MADHYA PRADESH,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",INTERNAL_MP_218,RAHUL SINGH LODHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03861,GRAM PANCHAYAT FATIKHAN KEWADIYA,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,RAJASTHAN,Construction of stadiums,INTERNAL_MP_333,RAJ KUMAR ROAT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03862,GRAM PANCHAYAT GAJADHARPUR,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,CHHATTISGARH,Construction of culverts and bridges,INTERNAL_MP_094,CHINTAMANI MAHARAJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03863,GRAM PANCHAYAT MAGARDHOKHARA,1200000.0,0.8275908298699558,1.6245431797398597,4,300000.0,1,1,CHHATTISGARH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_093,SANTOSH PANDEY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03864,GRAM PANCHAYAT MEHGAON JANPAD PANCHAYAT DHARMPURI DISTRICT DHAR,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,MADHYA PRADESH,Construction of culverts and bridges,INTERNAL_MP_220,SAVITRI THAKUR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03865,GRAM SABHA NAYA GOWN,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_239,VIRENDRA KUMAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03866,KHAWBUNG YMA,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,MIZORAM,Construction of public libraries and reading rooms,INTERNAL_MP_295,RICHARD VANLALHMANGAIHA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03867,LIENMANG GANGTE,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,MANIPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_292,ALFRED KANNGAM S ARTHUR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03868,NGURTHANTLUANGI,1200000.0,0.8275908298699558,1.6245431797398597,2,600000.0,1,1,MIZORAM,Construction of community centers and community halls,INTERNAL_MP_295,RICHARD VANLALHMANGAIHA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03869,P SARAVANAN,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,TAMIL NADU,Construction of buildings for crèches and anganwadies,INTERNAL_MP_377,ANDIMUTHU RAJA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03870,PRATHAMESH DILIP PATIL,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,MAHARASHTRA,Construction of community centers and community halls,INTERNAL_MP_279,SUNIL DATTATRAY TATKARE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03871,SANJAY GANDHI HOSPITAL,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,UTTAR PRADESH,Purchase of hospital equipment,INTERNAL_MP_422,KISHORI LAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03872,SHIHORI GRUP GRAM PANCHAYAT,1200000.0,0.8275908298699558,1.6245431797398597,3,400000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_122,BHARATSINHJI SHANKARJI DABHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03873,SRI SRI BHAGAWATI MANDIR COMMITTEE,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,ASSAM,Security gates in streets/public place for safety purpose,INTERNAL_MP_029,PHANI BHUSAN CHOUDHURY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03874,SRI THIRUMAL CONSTRUCTION,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,TAMIL NADU,Construction of buildings for crèches and anganwadies,INTERNAL_MP_389,ROBERT BRUCE C,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03875,V K PALANISAMY,1200000.0,0.8275908298699558,1.6245431797398597,1,1200000.0,1,1,TAMIL NADU,Construction of water tanks,INTERNAL_MP_390,K SUBBARAYAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03876,GRAM PANCHAYAT JARHADIH,1199898.0,0.8268311212405595,1.6243362256193674,2,599949.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_094,CHINTAMANI MAHARAJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03877,G P MOUHADHODHA,1199865.0,0.8267864324976538,1.6242692698745023,2,599932.5,1,1,CHHATTISGARH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_091,RADHE SHYAM RATHIYA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03878,OM SAI TRADERS,1199800.0,0.8267417437547482,1.6241373873467375,3,399933.3333333333,2,2,MAHARASHTRA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_244,BALWANT BASWANT WANKHADE,83.33,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03879,DHARMENDRA KUMAR SAHU,1199777.0,0.8266970550118425,1.6240907212215283,4,299944.25,1,1,JHARKHAND,Development of playfields and sports grounds,INTERNAL_MP_157,ANNPURNA DEVI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03880,SA CONSTRUCTIONS,1199667.0,0.8266523662689369,1.623867535405311,2,599833.5,1,1,TAMIL NADU,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,INTERNAL_MP_394,D RAVIKUMAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03881,M RAJKUMAR,1199643.0,0.8266076775260311,1.6238188403181364,4,299910.75,1,1,TAMIL NADU,Construction of public irrigation facilities,INTERNAL_MP_378,ARUN NEHRU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03882,LAXMIKANT ANIL SOMANI,1199641.0,0.8265629887831255,1.6238147823942053,1,1199641.0,1,1,MAHARASHTRA,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_244,BALWANT BASWANT WANKHADE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03883,KAMATCHI KANIYAPPAN,1199626.0,0.8265183000402199,1.623784347964721,1,1199626.0,1,1,TAMIL NADU,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_386,THANGA TAMILSELVAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03884,GP KHADKALI,1199609.0,0.8264512669258613,1.6237498556113057,2,599804.5,1,1,RAJASTHAN,Construction of community centers and community halls,INTERNAL_MP_350,SHRI HANUMAN BENIWAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03885,RENGAMALAI PERUMALTHEVAR,1199609.0,0.8264512669258613,1.6237498556113057,1,1199609.0,1,1,TAMIL NADU,Construction of community centers and community halls,INTERNAL_MP_386,THANGA TAMILSELVAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03886,CHANDRABHAN SINGH CONVENT SCHOOLL,1199595.0,0.8263842338115028,1.623721450143787,1,1199595.0,1,1,UTTAR PRADESH,Construction of rooms and halls in school and colleges,INTERNAL_MP_455,AJENDRA SINGH LODHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03887,LAKSHMANAN,1199575.0,0.8263395450685972,1.623680870904475,2,599787.5,1,1,TAMIL NADU,Construction of bus-sheds or bus-stops,INTERNAL_MP_379,ESWARASAMY K,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03888,GRAM PANCHAYAT SURAJPURA,1199560.0,0.8262948563256916,1.6236504364749906,3,399853.3333333333,2,2,CHHATTISGARH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_216,ALOK SHARMA,58.35,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03889,AKA CONSTRUCTION,1199476.0,0.8262501675827859,1.623480003669879,2,599738.0,1,1,TAMIL NADU,Construction of bus-sheds or bus-stops,INTERNAL_MP_358,THARANIVENTHAN M S,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03890,SLR CONSTRUCTION MOHAN S,1199468.0,0.8262054788398803,1.6234637719741545,3,399822.6666666667,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_189,KOTA SRINIVAS POOJARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03891,BALASUBRAMANI,1199370.0,0.8261607900969745,1.6232649337015244,2,599685.0,1,1,TAMIL NADU,Lighting of public spaces,INTERNAL_MP_382,SHRI KARTI P CHIDAMBARAM,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03892,M V UDYOG,1199369.0,0.8261161013540689,1.6232629047395588,1,1199369.0,1,1,WEST BENGAL,Construction of rooms and halls in school and colleges,INTERNAL_MP_531,SUDIP BANDYOPADHYAY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03893,GOMATHY,1199309.0,0.8260714126111632,1.6231411670216223,2,599654.5,1,1,TAMIL NADU,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,INTERNAL_MP_374,SUDHA R,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03894,KALIYAMMAL MUTHUPANDI,1199254.0,0.8260267238682576,1.6230295741135137,1,1199254.0,1,1,TAMIL NADU,Providing CCTV camera system for security of public areas,INTERNAL_MP_366,SACHITHANANTHAM R,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03895,UTSHA ENTERPRISE,1199212.0,0.825982035125352,1.622944357710958,4,299803.0,1,1,WEST BENGAL,Installing community drinking water plants,INTERNAL_MP_522,RACHNA BANERJEE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03896,JOYNATH GHOSHAL,1199154.0,0.8259373463824463,1.6228266779169527,1,1199154.0,1,1,WEST BENGAL,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_504,SHATRUGHAN SINHA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03897,NALAM RAVI TEJA CONTRACTOR,1199137.0,0.8258926576395406,1.622792185563537,1,1199137.0,1,1,ANDHRA PRADESH,Construction of community centers and community halls,INTERNAL_MP_019,MAGUNTA SREENIVASULU REDDY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03898,SK ASADUL,1199121.0,0.8258479688966349,1.6227597221720873,3,399707.0,1,1,WEST BENGAL,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,INTERNAL_MP_543,SMT SAJDA AHMED,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03899,MARIRAJA N,1199097.0,0.8258032801537293,1.6227110270849125,1,1199097.0,1,1,TAMIL NADU,Construction of community centers and community halls,INTERNAL_MP_386,THANGA TAMILSELVAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03900,SANJEEVI SC,1199072.0,0.8257585914108236,1.6226603030357725,1,1199072.0,1,1,TAMIL NADU,Construction of community centers and community halls,INTERNAL_MP_357,S. JAGATHRAKSHAKAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03901,GRAM PANCHAYAT KESHOPUR,1199068.0,0.825713902667918,1.6226521871879096,1,1199068.0,1,1,HARYANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_133,RAO INDERJIT SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03902,P RAJAMANI,1199025.0,0.8256692139250122,1.6225649418233885,1,1199025.0,1,1,TAMIL NADU,Construction of community centers and community halls,INTERNAL_MP_386,THANGA TAMILSELVAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03903,BDO NAGROTA BAGWAN,1199013.0,0.8256245251821066,1.6225405942798012,13,92231.76923076923,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_141,RAJEEV BHARDWAJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03904,INTELLO ENTERPRISE,1199000.0,0.825579836439201,1.6225142177742484,2,599500.0,1,1,GUJARAT,Construction of rainwater harvesting structures,INTERNAL_MP_122,BHARATSINHJI SHANKARJI DABHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03905,ASSISTANT ENGINEER AGIAON,1198844.0,0.8255351476962953,1.6221976997076129,1,1198844.0,1,1,BIHAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_056,RAMPRIT MANDAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03906,GRAM PANCHAYAT BERKHERI SUVANSH,1198777.0,0.8254904589533897,1.622061759255917,4,299694.25,1,1,MADHYA PRADESH,Construction of culverts and bridges,INTERNAL_MP_235,DR. LATA WANKHEDE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03907,ARVIND KUMAR PASWAN,1198612.0,0.8254457702104839,1.621726980531591,1,1198612.0,1,1,BIHAR,Construction of public staircase/ stair ghat for public convenience,INTERNAL_MP_073,SHAMBHAVI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03908,RAMBEER SINGH,1198571.0,0.8254010814675783,1.6216437930910008,2,599285.5,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_436,CHANDAN CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03909,PRAKASH P,1198367.0,0.8253563927246726,1.6212298848500162,1,1198367.0,1,1,TAMIL NADU,Construction of community centers and community halls,INTERNAL_MP_386,THANGA TAMILSELVAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03910,DARYAPUR MAJOOR KAMGAR SAHAKARI SANSTHA,1198341.0,0.825311703981767,1.62117713183891,2,599170.5,1,1,MAHARASHTRA,Construction of community centers and community halls,INTERNAL_MP_244,BALWANT BASWANT WANKHADE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03911,VIJAYA S,1198300.0,0.8252670152388614,1.6210939443983203,2,599150.0,1,1,TAMIL NADU,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_380,KANI K NAVAS,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03912,GRAM PANCHAYAT BHATHA,1198286.0,0.8252223264959556,1.6210655389308017,13,92175.84615384616,2,2,MADHYA PRADESH,Construction of culverts and bridges,INTERNAL_MP_238,DR. RAJESH MISHRA,83.31,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03913,SK INNOVATIONS,1197885.0,0.82517763775305,1.6202519251825915,3,399295.0,1,1,TAMIL NADU,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_392,CN ANNADURAI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03914,SARPANCH GRAM PANCHAYAT CHITAWAIKALA,1197216.0,0.8251329490101443,1.6188945496275973,2,598608.0,1,1,MADHYA PRADESH,Construction of culverts and bridges,INTERNAL_MP_238,DR. RAJESH MISHRA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03915,KALIDASS,1197100.0,0.8250882602672387,1.6186591900395866,2,598550.0,1,1,TAMIL NADU,Construction of bus-sheds or bus-stops,INTERNAL_MP_382,SHRI KARTI P CHIDAMBARAM,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03916,GRAM PANCHAYAT CHANDORI,1196975.0,0.825043571524333,1.618405569793885,2,598487.5,1,1,MAHARASHTRA,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_248,DR. PRASHANT YADAORAO PADOLE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03917,JIGIRI MOUNIKA,1196788.0,0.8249988827814274,1.6180261539063157,1,1196788.0,1,1,TELANGANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_405,MADHAVANENI RAGHUNANDAN RAO,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03918,SRSG ASSOCIATES,1196783.0,0.8249541940385217,1.618016009096488,1,1196783.0,1,1,TAMIL NADU,Construction of toilet blocks,INTERNAL_MP_378,ARUN NEHRU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03919,ESWARAN BUILDERS,1196753.0,0.824909505295616,1.6179551402375194,1,1196753.0,1,1,TAMIL NADU,Construction of toilet blocks,INTERNAL_MP_378,ARUN NEHRU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03920,P P CONSTRUCTION,1196563.0,0.8248648165527104,1.6175696374640534,1,1196563.0,1,1,TAMIL NADU,Construction of toilet blocks,INTERNAL_MP_378,ARUN NEHRU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03921,KRISHNA CONSTRUCTION AND SUPPLIER,1196399.0,0.8248201278098047,1.617236887701693,4,299099.75,1,1,RAJASTHAN,Lighting of public spaces,INTERNAL_MP_339,RAHUL KASWAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_03922,SK ASRAFUL AHMED,1196281.0,0.8247754390668991,1.6169974701897507,3,398760.3333333333,1,1,WEST BENGAL,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",INTERNAL_MP_543,SMT SAJDA AHMED,100.0,2026-08-26T10:44:17.312957+00:00
